Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_43_970.jpg;-7.439754;0;0.2028434;-0.01392853;104.2649;174.6626;0.122525;280.2786;0.04180222
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_037.jpg;-4.452583;0;0.4019881;0;104.2649;174.6626;0.1255452;280.2785;0.0279147
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_105.jpg;-1.423142;0;0.6039509;0;104.2649;174.6626;0.1248522;280.2785;0.01829905
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_171.jpg;0;0;0;0;104.2649;174.6626;0.121814;280.2785;0.009153361
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_240.jpg;0;0;0;0;104.2649;174.6626;0.1145163;280.2785;-0.002049522
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_307.jpg;0;0.1027229;0;0;104.265;174.6625;0.108304;280.2783;359.9904
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_374.jpg;0;0.3059444;0;0.01349391;104.2652;174.6615;0.1169903;280.2644;359.9818
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_441.jpg;0;0.5061409;0;0.02991407;104.2659;174.6575;0.1941586;280.2444;359.9764
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_509.jpg;0;0.7081912;0;0.06324796;104.2669;174.6522;0.2888233;280.1479;359.9724
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_577.jpg;0;0.9111208;0;0.088935;104.2692;174.6403;0.4922376;279.9675;359.9846
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_644.jpg;0;1;0;0.1539568;104.2714;174.6276;0.6837649;279.8551;0.00595306
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_711.jpg;0;1;0;0.2082113;104.2742;174.6107;0.9192969;280.0139;-0.002309428
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_779.jpg;0;1;0;0.2636928;104.2789;174.5835;1.247562;280.0019;-0.00102315
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_846.jpg;0;1;0;0.3149288;104.2828;174.5631;1.311175;279.9142;-0.001125542
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_913.jpg;0;1;0;0.3885256;104.2878;174.5349;1.139299;280.0238;-0.001018893
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_44_981.jpg;0;1;0;0.4608516;104.2924;174.5083;1.093219;280.1736;-0.001042914
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_048.jpg;0;1;0;0.5113798;104.2976;174.4786;1.091772;280.1946;-0.001083342
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_116.jpg;0;1;0;0.5581865;104.3058;174.4324;1.185877;280.2808;-0.000445465
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_182.jpg;0;1;0;0.5970423;104.3124;174.3947;1.24866;280.4152;-0.003026966
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_250.jpg;0;1;0;0.6686606;104.3194;174.3554;1.23113;280.5939;-0.00094237
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_318.jpg;0;1;0;0.720195;104.3297;174.2989;1.18663;280.6395;0.0001776363
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_386.jpg;0;1;0;0.7640425;104.3382;174.2527;1.192844;280.6225;-0.001135618
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_452.jpg;0;1;0;0.8428003;104.3474;174.2029;1.215786;280.6729;-0.001021723
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_520.jpg;0;1;0;0.8921372;104.3605;174.1318;1.237933;280.7183;-0.0007911391
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_587.jpg;0;1;0;0.9567143;104.3709;174.0753;1.235858;280.731;-0.001150367
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_655.jpg;0;1;0;1.005715;104.3856;173.9961;1.209969;280.7498;-0.001575944
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_723.jpg;0;1;0;1.044943;104.3973;173.9332;1.216991;280.7306;-0.0009258995
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_787.jpg;0;1;0;1.109929;104.4095;173.8675;1.225309;280.7177;-0.0007719746
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_856.jpg;0;1;0;1.157268;104.4265;173.7759;1.223078;280.6958;-0.0006239438
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_924.jpg;3.053274;1;0;1.205553;104.4407;173.7039;1.228021;280.8464;-0.001992912
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_45_991.jpg;6.048814;1;0;1.269052;104.4569;173.6294;1.234719;281.2014;-0.00325426
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_058.jpg;9.090633;1;0;1.31278;104.4826;173.527;1.224035;282.1145;0.01081198
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_126.jpg;12.13548;1;0;1.360998;104.5056;173.4477;1.222778;283.1092;0.04313001
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_195.jpg;9.113134;1;0;1.421578;104.5386;173.3384;1.208919;284.4043;0.04020834
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_257.jpg;6.134129;1;0;1.468968;104.5643;173.2529;1.217529;285.1176;0.009617491
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_328.jpg;3.025671;1;0;1.530814;104.5912;173.1644;1.25272;285.6138;-0.004985575
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_395.jpg;0.007979572;1;0;1.576831;104.6267;173.0423;1.273901;285.8336;-0.002057302
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_463.jpg;0;1;0;1.623767;104.6533;172.9476;1.265963;285.8416;-0.001141467
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_530.jpg;0;1;0;1.68636;104.6805;172.8502;1.264132;285.8297;-0.001025898
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_598.jpg;0;1;0;1.731923;104.718;172.716;1.271738;285.8176;-0.001039045
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_666.jpg;0;1;0;1.777903;104.7469;172.6122;1.276953;285.8061;-0.001038073
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_731.jpg;0;1;0;1.837948;104.7766;172.5059;1.280721;285.7942;-0.001070913
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_801.jpg;0;1;0;1.883313;104.8172;172.3599;1.288581;285.7789;-0.001104502
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_867.jpg;0;1;0;1.944329;104.8485;172.2474;1.293345;285.7679;-0.001118061
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_46_934.jpg;0;1;0;1.989366;104.8913;172.0934;1.296359;285.7543;-0.001146858
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_003.jpg;0;1;0;2.034249;104.9243;171.9748;1.301842;285.7417;-0.00117667
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_067.jpg;3.06083;1;0;2.092733;104.9588;171.8539;1.306243;285.8903;-0.002207245
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_137.jpg;6.100524;1;0;2.136302;105.0093;171.6902;1.291951;286.6078;0.008485639
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_204.jpg;6.102353;1;0;2.179506;105.0508;171.5655;1.274365;287.407;0.0332238
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_271.jpg;3.072173;1;0;2.238236;105.0934;171.4383;1.263026;288.0283;0.03094685
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_339.jpg;0.004175082;1;0;2.282816;105.1509;171.2639;1.285488;288.3302;-0.002426768
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_406.jpg;0;1;0;2.339714;105.1953;171.1298;1.331285;288.3613;-0.002075096
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_474.jpg;0;1;0;2.382586;105.255;170.9479;1.341901;288.3536;-0.001381478
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_540.jpg;0;1;0;2.427098;105.3006;170.8088;1.326307;288.3399;-0.0008842929
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_609.jpg;0;1;0;2.48566;105.3469;170.667;1.328992;288.3247;-0.001196672
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_676.jpg;0;1;0;2.527856;105.41;170.4739;1.339327;288.3072;-0.001329769
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_743.jpg;-3.005849;1;0;2.570169;105.457;170.3262;1.331993;288.091;-0.0002628865
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_810.jpg;-6.063538;1;0;2.626886;105.5027;170.1753;1.329407;287.5429;0.001486727
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_878.jpg;-9.081766;1;0;2.667219;105.5594;169.9692;1.315881;286.1955;359.9761
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_47_946.jpg;-6.073996;1;0;2.7077;105.6001;169.8114;1.291872;285.1527;359.9495
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_014.jpg;-3.040139;1;0;2.764867;105.6542;169.5969;1.257249;284.2303;359.9425
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_078.jpg;-0.01103014;1;0;2.807644;105.6958;169.4327;1.259854;283.9738;359.9553
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_147.jpg;0;1;0;2.862204;105.7383;169.2656;1.295482;283.9373;359.9774
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_216.jpg;0;1;0;2.903012;105.7957;169.0386;1.366372;283.9457;-0.003292367
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_282.jpg;0;1;0;2.943666;105.8386;168.8661;1.378202;283.9398;-0.002189322
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_349.jpg;0;1;0;3.000817;105.8815;168.6913;1.367011;283.9257;-0.001174527
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_418.jpg;0;1;0;3.04154;105.9393;168.4542;1.37072;283.9039;-0.001506394
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_485.jpg;0;1;0;3.082732;105.9833;168.2735;1.376038;283.8898;-0.001414857
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_551.jpg;1.504209;1;0;3.137155;106.0279;168.0905;1.378845;283.903;-0.001630206
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_619.jpg;4.521493;1;0;3.17752;106.091;167.8437;1.371727;284.3879;-0.003382646
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_687.jpg;7.54107;1;0;3.217031;106.1431;167.6573;1.350739;285.2203;0.03491101
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_754.jpg;4.592936;1;0;3.269458;106.2167;167.4069;1.283778;286.3941;0.08353043
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_821.jpg;1.481744;1;0;3.310191;106.2737;167.2166;1.231573;286.914;0.09937075
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_888.jpg;0;1;0;3.36364;106.3314;167.0236;1.211752;287.0687;0.1069139
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_48_955.jpg;0;1;0;3.402666;106.41;166.7619;1.23219;287.0834;0.1052846
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_022.jpg;0;1;0;3.441133;106.4697;166.5627;1.265042;287.0553;0.07899947
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_089.jpg;0;1;0;3.493842;106.5302;166.361;1.318031;287.0259;0.0409544
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_157.jpg;0;1;0;3.532517;106.6123;166.0882;1.409093;286.9917;-0.002693003
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_225.jpg;0;1;0;3.570804;106.6749;165.8819;1.43061;286.9762;-0.001836999
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_292.jpg;0;1;0;3.625344;106.7376;165.6738;1.415308;286.9548;-0.001745833
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_359.jpg;0;1;0;3.664746;106.8222;165.3923;1.418912;286.9295;-0.001128995
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_426.jpg;0;1;0;3.715637;106.8863;165.1786;1.42564;286.9083;-0.001246322
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_494.jpg;0;1;0;3.754361;106.9726;164.8901;1.427582;286.8838;-0.001243961
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_561.jpg;0;1;0;3.793341;107.0381;164.6711;1.43266;286.8632;-0.00175157
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_628.jpg;0;1;0;3.844717;107.1041;164.4498;1.435782;286.8459;-0.001168983
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_696.jpg;0;1;0;3.882314;107.193;164.1515;1.438318;286.8181;-0.001672109
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_763.jpg;0;1;0;3.920873;107.2604;163.925;1.443959;286.7985;-0.001302325
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_831.jpg;0;1;0;3.970997;107.3283;163.6965;1.444545;286.7783;-0.001312974
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_898.jpg;0;1;0;4.008568;107.4197;163.3882;1.449283;286.7501;-0.001327909
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_49_966.jpg;0;1;0;4.04671;107.4889;163.1545;1.452501;286.7273;-0.001812196
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_033.jpg;0;1;0;4.096673;107.582;162.8395;1.456568;286.6982;-0.001829374
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_100.jpg;0;1;0;4.134167;107.6525;162.6007;1.460865;286.6763;-0.001734204
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_167.jpg;0;1;0;4.183065;107.7236;162.3597;1.465427;286.6542;-0.001355863
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_235.jpg;0;1;0;4.220637;107.8191;162.0351;1.467125;286.6238;-0.001377068
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_303.jpg;0;1;0;4.257395;107.8914;161.7891;1.472611;286.5996;-0.001400665
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_369.jpg;0;1;0;4.306449;107.9642;161.5409;1.477116;286.5757;-0.001304399
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_437.jpg;0;1;0;4.342588;108.062;161.2068;1.477588;286.5439;-0.001322989
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_504.jpg;0;1;0;4.379301;108.136;160.9536;1.483305;286.5179;-0.001416738
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_571.jpg;0;1;0;4.42783;108.2105;160.6984;1.486709;286.4929;-0.001321606
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_640.jpg;0;1;0;4.463923;108.3105;160.3548;1.490798;286.4572;-0.001843321
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_706.jpg;0;1;0;4.511428;108.3861;160.0946;1.491885;286.4324;-0.001478757
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_774.jpg;0;1;0;4.547577;108.4876;159.7445;1.493651;286.3915;-0.001760012
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_842.jpg;0;1;0;4.583927;108.5643;159.4796;1.486017;286.3586;-0.001348415
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_908.jpg;0;1;0;4.630895;108.6414;159.2124;1.490105;286.3259;-0.001377015
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_50_976.jpg;0;1;0;4.665979;108.745;158.8528;1.503683;286.2822;-0.001840342
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_044.jpg;0;1;0;4.701826;108.8232;158.5809;1.498956;286.2461;-0.001380424
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_110.jpg;0;1;0;4.748373;108.9017;158.3067;1.503847;286.2117;-0.001405582
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_178.jpg;0;1;0;4.783292;109.0071;157.9381;1.501678;286.1626;-0.001522922
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_246.jpg;0;1;0;4.818595;109.0866;157.6593;1.497988;286.1273;-0.001424861
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_312.jpg;1.484514;1;0;4.864514;109.1667;157.3783;1.503542;286.1119;-0.001554964
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_379.jpg;4.524024;1;0;4.898792;109.2762;157.0011;1.511893;286.4445;-0.003482261
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_447.jpg;4.413989;1;0;4.944303;109.3616;156.7173;1.48674;287.0063;0.008821838
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_514.jpg;1.434041;1;0;4.979162;109.4785;156.3367;1.443398;287.584;0.03787374
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_582.jpg;0;1;0;5.012135;109.5675;156.0496;1.423061;287.7236;0.06526665
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_649.jpg;0;1;0;5.013237;109.6564;155.7628;1.393322;287.7361;0.06485643
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_716.jpg;0;1;0;4.993546;109.7753;155.3807;1.338;287.6913;0.01809097
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_784.jpg;0;1;0;5.008209;109.8651;155.0939;1.32465;287.652;-0.001323049
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_850.jpg;0;0.8006434;0;4.989579;109.9553;154.8072;1.322647;287.6133;-0.001575178
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_919.jpg;0;0.5962186;0;5.001739;110.075;154.4252;1.307403;287.5714;-0.001157298
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_51_986.jpg;0;0.3967611;0;5.003006;110.1643;154.1393;1.266403;287.541;-0.001188717
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_054.jpg;0;0.5986696;0;5.003476;110.2831;153.7585;1.173089;287.5013;-0.001170235
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_121.jpg;0;0.8012876;0;5.000585;110.372;153.473;1.098014;287.4716;-0.001007918
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_188.jpg;-3.064857;1;0;5.012033;110.4604;153.1864;1.048012;287.3242;-0.000803829
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_252.jpg;-6.092543;1;0;5.001433;110.5751;152.8028;1.027051;286.6484;-0.0009155925
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_323.jpg;-8.991035;1;0;5.012332;110.6571;152.5132;1.037629;285.7617;359.9562
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_390.jpg;-5.834267;1;0;5.000952;110.7351;152.222;1.066993;284.7894;359.8407
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_458.jpg;-2.803865;1;0;5.011116;110.8354;151.8336;1.088761;283.8563;359.6725
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_525.jpg;0;0.7965433;0;5.010476;110.91;151.5435;1.023251;283.4933;359.6393
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_592.jpg;0;0.5967335;0;4.997568;110.9823;151.2535;0.9366166;283.3722;359.593
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_659.jpg;0;0.7983649;0;5.005583;111.0769;150.866;0.8324732;283.3583;359.5227
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_726.jpg;0;1;0;5.013625;111.1476;150.5749;0.7794237;283.3521;359.4929
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_794.jpg;0;1;0;4.99473;111.2422;150.1854;0.7654793;283.3445;359.4912
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_861.jpg;0;1;0;5.00451;111.3129;149.8928;0.7944204;283.3661;359.5083
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_929.jpg;0;1;0;5.016026;111.384;149.5995;0.8521308;283.3983;359.5496
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_52_996.jpg;0;1;0;4.996338;111.4791;149.2077;0.9695634;283.4444;359.6331
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_064.jpg;0;1;0;5.004682;111.5506;148.9138;1.078331;283.4891;359.7123
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_131.jpg;0;1;0;5.015357;111.6225;148.6195;1.199979;283.5328;359.8077
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_198.jpg;0;1;0;4.999209;111.719;148.2269;1.378882;283.5989;359.9551
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_266.jpg;1.522018;1;0;5.006908;111.7905;147.9325;1.508661;283.6682;-0.003199585
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_333.jpg;4.541705;1;0;5.002951;111.8863;147.5433;1.456267;284.0736;-0.00508158
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_400.jpg;7.575932;0.8991455;0;4.98512;111.9613;147.2549;1.324271;284.7523;0.03731675
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_467.jpg;4.533503;0.6963169;0;5.009575;112.04;146.9668;1.2128;285.5126;0.1470332
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_535.jpg;1.519137;0.4953592;0;5.000192;112.1472;146.5843;1.043903;286.1294;0.3263902
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_603.jpg;0;0.2937499;0;4.999069;112.228;146.2982;0.8892372;286.302;0.4364925
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_669.jpg;0;0.09169231;0;4.995818;112.3092;146.013;0.7010273;286.3511;0.5348243
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_737.jpg;0;0;0;4.982689;112.4177;145.6353;0.3939193;286.355;0.6427845
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_806.jpg;0;0;0;4.966688;112.499;145.3536;0.1344269;286.3455;0.7043658
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_873.jpg;0;0.2028138;0;4.94791;112.6072;144.9786;359.8228;286.3218;0.7317835
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_53_939.jpg;0;0.4062434;0;4.940798;112.6884;144.6961;359.6797;286.2899;0.6829982
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_006.jpg;0;0.6069278;0;4.945822;112.7706;144.4126;359.586;286.2732;0.630636
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_076.jpg;3.026799;0.8087143;0;4.96036;112.8825;144.0317;359.5815;286.4539;0.5598149
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_139.jpg;6.019346;1;0;4.982679;112.9708;143.744;359.6616;286.9419;0.5752408
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_207.jpg;5.93076;1;0;5.010917;113.0638;143.4555;359.8117;287.741;0.6694562
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_276.jpg;2.90566;1;0;5.011286;113.1915;143.0704;0.09919362;288.6371;0.8117773
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_344.jpg;0;1;0;5.011604;113.2882;142.7819;0.3096404;288.9791;0.8664697
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_411.jpg;0;1;0;5.010845;113.3842;142.4943;0.4560068;289.1039;0.8213362
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_478.jpg;0;0.899749;0;5.026875;113.513;142.1129;0.5683013;289.1514;0.6691046
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_546.jpg;0;0.6982887;0;5.01684;113.6111;141.8271;0.6678619;289.1488;0.5656603
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_613.jpg;0;0.4972263;0;4.997227;113.7421;141.4466;0.7889428;289.1295;0.4234904
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_680.jpg;0;0.2951564;0;5.000004;113.8402;141.1619;0.8492538;289.1062;0.3154539
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_747.jpg;0;0.09248794;0;4.993905;113.9375;140.8784;0.854026;289.0804;0.1988143
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_815.jpg;0;0;0;4.980586;114.0664;140.5029;0.7814143;289.0515;0.05832604
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_882.jpg;0;0;0;4.964391;114.163;140.2235;0.6713046;289.0461;-0.004961865
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_54_949.jpg;0;0.1016945;0;4.942826;114.2596;139.9459;0.5180808;289.0615;359.979
C:\easy\robotics-nd-p1\data\IMG\robocam_2017_10_10_08_03_55_017.jpg;1.567226;0.3059013;0;4.933658;114.3885;139.577;0.2939877;289.136;359.9677
